tmdbId,title,genres,roi,popularity,norm_popularity
73067,Frankie Starlight,Drama|Romance|War,0.0,0.3305,0.004585412146000632
11863,Jade,Mystery|Thriller,-0.8,1.4305,0.01984699568790894
9101,Down Periscope,Comedy,0.0,2.9588,0.041050884894362094
9302,Up Close & Personal,Drama|Romance,0.68,0.9241,0.012821117591888608
11000,The Birdcage,Comedy,4.98,3.8814,0.05385119123596628
16388,The Brothers McMullen,Comedy|Drama|Romance,772.06,0.5599,0.007768146022831328
9737,Bad Boys,Action|Comedy|Crime|Thriller,6.44,6.3688,0.08836179387427785
30765,The Amazing Panda Adventure,Adventure|Drama|Family,0.0,0.5529,0.007671026854837366
10474,The Basketball Diaries,Drama|Crime,0.19,3.4729,0.048183594075175785
30157,Amateur,Crime|Comedy|Drama,0.0,2.0536,0.028491989056057182
568,Apollo 13,Drama|History,5.83,5.7579,0.07988606534177622
11780,Rob Roy,Adventure|History|Drama|Action|War,0.13,1.4359,0.019921916188932853
34996,The Addiction,Drama|Horror,0.0,0.921,0.012778107674634139
414,Batman Forever,Action|Crime|Fantasy,2.37,4.0797,0.05660243852356665
649,Belle de Jour,Drama|Romance,0.0,2.5057,0.0347644998917815
1873,Beyond Rangoon,Drama|Thriller,-0.36,0.6038,0.008377221947822033
5894,Blue in the Face,Comedy,-0.35,0.7114,0.009870082301557791
1775,Canadian Bacon,Comedy,-0.98,1.0503,0.014572037449151178
8839,Casper,Fantasy|Comedy|Family,4.76,5.3023,0.07356499492205493
20649,Clockers,Crime|Drama|Mystery,-0.48,1.2128,0.016826589563296725
10329,Congo,Action|Adventure|Science Fiction,2.04,2.6083,0.03618798941123585
8963,Crimson Tide,Thriller|Action|Drama|War,1.97,3.7431,0.051932393959742716
26564,Crumb,Documentary,0.0,2.9502,0.040931567059398086
8068,Desperado,Thriller|Action|Crime,2.63,3.6511,0.05065597060896493
8512,Devil in a Blue Dress,Thriller|Crime|Mystery,-0.4,3.3593,0.04660748872030235
1572,Die Hard: With a Vengeance,Action|Thriller,3.07,7.0231,0.09743966124834204
13552,The Doom Generation,Comedy|Crime|Drama,-0.64,1.3861,0.019230982679490097
6520,First Knight,Action|Adventure|Drama|Romance,1.32,2.2251,0.030871408671909246
9073,Free Willy 2: The Adventure Home,Family|Adventure|Drama|Comedy,-0.03,1.5535,0.021553518211231415
10428,Hackers,Action|Crime|Thriller|Drama,-0.62,4.8538,0.06734243108701321
17447,Jeffrey,Comedy|Drama|Romance,0.0,1.0413,0.014447169947444653
9886,Johnny Mnemonic,Science Fiction|Action|Adventure,-0.24,1.8625,0.025840635769822023
9482,Judge Dredd,Science Fiction|Action,0.26,4.4372,0.06156245317468685
19326,Jury Duty,Comedy|Drama,0.0,0.7022,0.009742439966480013
9344,Kids,Drama|Crime,12.61,4.4558,0.06182051267821367
9071,Living in Oblivion,Comedy,1.3,0.9741,0.01351482593470262
8973,Lord of Illusions,Horror|Fantasy|Drama,0.0,1.1273,0.015640348297084758
15730,Love & Human Remains,Comedy|Drama,0.0,0.2817,0.003908352803414155
47608,Mad Love,Drama|Romance,0.0,1.1675,0.016198089804707227
2293,Mallrats,Romance|Comedy,-0.65,1.9431,0.02695889361843821
9070,Mighty Morphin Power Rangers: The Movie,Action|Adventure|Science Fiction|Fantasy,3.43,2.0121,0.027916211131521554
68274,Moonlight and Valentino,Comedy|Drama|Romance,0.0,0.7033,0.009757701550021921
48787,Mute Witness,Thriller|Horror|Crime,0.0,0.8315,0.011536369740997053
1642,The Net,Crime|Drama|Mystery|Thriller|Action,4.03,2.2237,0.030851984838310458
11472,Nine Months,Romance|Comedy,2.96,1.4848,0.020600362948204956
11980,The Prophecy,Action|Mystery|Fantasy|Thriller,1.01,1.5774,0.02188511079909651
32646,Safe,Drama,-0.49,1.2511,0.01735797015389226
10533,The Scarlet Letter,Drama|Romance,-0.79,1.5449,0.021434200376267403
10802,Showgirls,Drama,-0.55,6.3009,0.08741973794473643
10149,Smoke,Comedy|Drama,0.19,1.0304,0.0142959415287112
18402,Something to Talk About,Comedy|Drama,1.58,1.3558,0.018810595423744803
9348,Species,Science Fiction|Horror|Action,2.24,4.1823,0.05802592804302101
139408,The Stars Fell on Henrietta,Drama,0.0,0.6717,0.009319277877363464
281,Strange Days,Crime|Drama|Science Fiction|Thriller,-0.81,2.419,0.033561609625342
5967,The Umbrellas of Cherbourg,Drama|Romance,37.0,2.0744,0.02878057172666781
79593,The Tie That Binds,Thriller|Crime,-0.58,0.4396,0.006099083750020811
47939,Three Wishes,Fantasy|Family|Drama,-0.3,0.6808,0.009445532795755614
36834,Total Eclipse,Drama|Romance,0.0,2.0348,0.028231154719159116
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy|Drama,0.0,2.4978,0.03465489397361688
3512,Under Siege 2: Dark Territory,Action|Thriller,0.74,2.3465,0.032555732528261674
52856,Unstrung Heroes,Comedy|Drama|Family,0.0,0.4314,0.0059853155817993125
77350,Unzipped,Documentary,0.0,2.2932,0.03181623943482194
9560,A Walk in the Clouds,Drama|Romance,1.5,2.4187,0.03355744737528511
9804,Waterworld,Adventure|Action|Science Fiction,0.51,5.7266,0.07945180391917465
31611,White Man's Burden,Drama,0.29,0.6907,0.009582887047632788
65796,Wild Bill,Western|Action|Drama|History,-0.93,0.8359,0.011597416075164685
49805,The Browning Version,Drama,0.0,0.3853,0.0053457164897247915
26258,Bushwhacked,Adventure|Family|Comedy|Action,0.0,0.8926,0.012384081335915776
50797,Burnt by the Sun,Drama,-0.07,0.9978,0.013843643689196463
19155,Before the Rain,Drama|War,0.0,0.6114,0.008482665615929764
76,Before Sunrise,Drama|Romance,1.39,4.8061,0.06668063332796866
11017,Billy Madison,Comedy,1.65,1.9541,0.027111509453857294
37141,The Babysitter,Drama|Thriller,0.0,1.1738,0.016285497055901793
9382,Boys on the Side,Comedy|Drama,0.12,0.9716,0.01348014051756192
6715,The Cure,Drama|Family,0.0,1.1334,0.01572498071490807
18256,Castle Freak,Thriller|Drama|Horror|Mystery,0.0,1.9413,0.026933920118096907
22625,Circle of Friends,Drama|Romance,2.0,0.9285,0.012882163926056239
2292,Clerks,Comedy,113.27,3.8102,0.05286335055579912
1909,Don Juan DeMarco,Romance|Drama|Comedy,1.75,1.7906,0.024843083172855468
8984,Disclosure,Thriller|Drama|Crime,2.89,4.2418,0.058851440970969685
61813,Dream Man,Thriller|Fantasy,0.0,0.3172,0.004400885726812105
4954,Drop Zone,Action|Thriller|Crime,0.38,1.6203,0.022480312557230937
62488,Destiny Turns on the Radio,Crime|Comedy|Fantasy,0.0,0.68,0.00943443346227059
10531,Death and the Maiden,Drama|Thriller,-0.33,0.8449,0.011722283576871209
11929,Dolores Claiborne,Crime|Drama|Mystery,2.57,2.0521,0.028471177805772758
8467,Dumb and Dumber,Comedy,14.45,7.2894,0.10113435188216946
10451,Eat Drink Man Woman,Comedy|Drama|Romance,0.0,2.0096,0.027881525714380847
20156,Exotica,Drama,1.11,1.3708,0.019018707926589006
18395,Exit to Eden,Comedy|Crime|Thriller,-0.75,1.2678,0.01758966874039214
522,Ed Wood,Comedy|Drama|History,-0.67,2.3239,0.03224217635730974
397,French Kiss,Comedy|Romance,0.0,2.0834,0.028905439228374335
10525,Forget Paris,Comedy|Drama|Romance,0.0,1.1659,0.016175891137737177
27985,Far from Home: The Adventures of Yellow Dog,Action|Adventure|Drama|Family,0.0,0.813,0.011279697654155867
15789,A Goofy Movie,Adventure|Comedy|Romance|Animation|Family,0.96,3.4286,0.04756896848344257
27303,Hideaway,Drama|Thriller|Horror,-0.19,0.855,0.01186241266211964
21183,Fluke,Drama|Adventure|Family,-0.73,1.3203,0.018318062500346854
10954,Farinelli,History|Drama|Music,0.0,0.4283,0.005942305664544844
72031,The Glass Shield,Drama|Action|Thriller|Crime,-0.34,0.7486,0.010386201308611417
14275,Hoop Dreams,Documentary,10.19,0.6841,0.00949131754638134
1024,Heavenly Creatures,Drama|Fantasy,-0.39,1.4259,0.01978317452037005
17207,Houseguest,Comedy,1.5,3.3086,0.04590406846068894
13701,Immortal Beloved,Drama|Music|Romance,-1.0,1.5901,0.022061312718171272
14819,Heavyweights,Family|Comedy,0.77,1.4061,0.0195084660166157
32631,The Hunted,Action|Drama|Thriller,-0.56,0.8925,0.012382693919230149
11777,I.Q.,Comedy|Drama|Romance,0.06,3.0002,0.04162527540221209
628,Interview with the Vampire,Horror|Drama|Fantasy,2.73,5.9374,0.08237647829247853
87729,Jefferson in Paris,Drama|Romance|History,-0.82,0.6518,0.009043181956923487
6280,Junior,Comedy|Science Fiction,0.81,2.0943,0.02905666764710779
9061,Just Cause,Action|Drama|Mystery|Thriller,0.0,1.294,0.017953171912026684
37108,A Kid in King Arthur's Court,Adventure|Fantasy|Comedy|Family,0.0,0.8934,0.0123951806694008
6071,Kiss of Death,Crime|Thriller|Drama,-0.63,1.1113,0.015418361627384273
11,Star Wars,Adventure|Action|Science Fiction,69.49,19.9596,0.27692282078461183
9587,Little Women,Drama|Romance,4.28,2.6335,0.03653761841601412
19101,A Little Princess,Drama|Family|Fantasy,-0.41,2.1045,0.029198184149041847
49980,Ladybird Ladybird,Drama,0.0,0.4464,0.006193428084643517
17961,Torment,Drama|Thriller,-1.0,1.181,0.01638539105726701
18183,Like Water for Chocolate,Drama|Romance,9.87,4.1158,0.05710329594707838
4476,Legends of the Fall,Drama|Western|Romance|War|Action,4.35,4.7017,0.065232170308173
11008,Major Payne,Adventure|Comedy|Family,0.0,1.9687,0.027314072289958986
47504,Little Odessa,Drama|Crime,0.0,1.1375,0.015781864799018816
32325,Mi Vida Loca,Crime|Drama,0.0,0.8707,0.01208023708176324
43742,Love Affair,Drama|Romance,-0.69,1.7231,0.02390657691005655
28313,Losing Isaiah,Drama,-0.55,0.7452,0.010339029141300063
11318,The Madness of King George,Comedy|Drama|History,0.0,0.7691,0.010670621729165164
3036,Mary Shelley's Frankenstein,Drama|Horror|Science Fiction|Romance,1.49,1.9024,0.026394215027387605
40490,Man of the House,Comedy|Family,0.0,0.6838,0.009487155296324455
24070,Mixed Nuts,Comedy|Drama|Romance,-1.0,3.6028,0.049985848349806586
8986,Milk Money,Comedy|Romance|Drama,0.0,1.5435,0.02141477654266861
10510,Miracle on 34th Street,Fantasy|Drama|Family,0.0,3.4249,0.04751763406607433
17402,Miami Rhapsody,Comedy|Romance,0.0,0.5772,0.008008169109444978
38722,My Family,Comedy|Drama,1.01,2.5824,0.035828648489658194
8438,Murder in the First,Crime|Drama,0.47,1.143,0.01585817271672836
11593,Nobody's Fool,Drama|Comedy,0.97,1.3859,0.01922820784611884
1945,Nell,Drama|Thriller,2.44,4.2548,0.05903180514010134
39310,New Jersey Drive,Crime|Drama,-1.0,0.4995,0.006930146344711999
109560,New York Undercover Cop,Action|Thriller|Crime|Drama,0.0,0.3887,0.0053928886570361444
63105,Nemesis 2: Nebula,Science Fiction|Action|Thriller,0.0,0.4387,0.006086596999850158
241,Natural Born Killers,Crime|Thriller|Drama,0.48,4.3563,0.06044003307601378
9058,Only You,Romance|Comedy,0.0,1.7993,0.024963788424505105
527,Once Were Warriors,Drama,6.05,1.7341,0.024059192745475633
18220,Poison Ivy 2: Lily,Drama|Romance|Thriller,0.0,1.0646,0.014770438035195985
6950,Outbreak,Action|Drama|Science Fiction|Thriller,2.8,3.8378,0.05324627756103246
101,Léon: The Professional,Crime|Drama|Action,1.83,14.251,0.19772075186885027
63020,The Perez Family,Comedy|Drama|Romance,-0.74,0.7449,0.01033486689124318
680,Pulp Fiction,Thriller|Crime|Comedy,25.74,25.4546,0.353161367659872
41478,Panther,Drama|History,0.0,4.3848,0.060835446831417776
25296,Pushing Hands,Drama|Comedy,-0.62,0.9114,0.012644915672813846
11450,Quiz Show,History|Drama,-0.2,3.0958,0.04295164575367249
10452,Queen Margot,Drama|History|Romance,0.0,1.302,0.018064165246876925
12106,The Quick and the Dead,Western|Action|Drama|Romance|Thriller,0.34,3.0344,0.04209977190869688
161495,Roommates,Drama|Comedy,-0.44,4.4536,0.06178998951112985
3586,Prêt-à-Porter,Comedy,-0.25,1.1663,0.01618144080447969
110,Three Colors: Red,Drama|Mystery|Romance,0.0,2.3485,0.03258348086197424
108,Three Colors: Blue,Drama,0.0,3.0844,0.0427934802515109
109,Three Colors: White,Comedy|Drama|Mystery,0.0,2.8776,0.03992430254563213
36357,Rent-a-Kid,Comedy|Family|TV Movie,0.0,0.4403,0.006108795666820208
22586,The Swan Princess,Family|Animation|Fantasy|Adventure|Comedy,-0.51,2.2533,0.03126266017725635
14334,The Secret of Roan Inish,Adventure|Fantasy|Family|Drama,0.08,0.7269,0.010085131887830135
2636,The Specialist,Action|Thriller,2.79,3.5376,0.04908125267077711
2164,Stargate,Action|Adventure|Science Fiction,2.57,5.6083,0.07781048998007668
11395,The Santa Clause,Fantasy|Drama|Comedy|Family,7.63,2.5835,0.0358439100732001
278,The Shawshank Redemption,Drama|Crime,0.13,43.3592,0.6015727755548279
9905,Shallow Grave,Crime|Thriller,6.91,1.6656,0.02310881231582043
87078,Suture,Drama|Thriller,0.0,0.5106,0.007084149596816711
12527,Strawberry and Chocolate,Comedy|Drama,0.0,0.6522,0.009048731623665998
20306,Swimming with Sharks,Crime|Comedy,-0.45,0.6434,0.008926638955330732
36614,The Sum of Us,Comedy|Drama|Romance,0.0,0.5044,0.006998129762307772
27993,National Lampoon's Senior Trip,Comedy,0.0,0.7026,0.009747989633222525
31439,To Live,Drama|Romance|War,0.0,2.0971,0.029095515314305376
9067,Tank Girl,Action|Comedy|Science Fiction|Fantasy,-0.84,2.0745,0.02878195914335344
9059,Tales from the Crypt: Demon Knight,Horror|Comedy|Thriller,0.62,1.3706,0.01901593309321775
193,Star Trek: Generations,Science Fiction|Action|Adventure|Thriller,2.11,2.1636,0.030018147410248015
12122,Village of the Damned,Thriller|Horror|Science Fiction,-0.57,1.5437,0.02141755137603987
11381,Tommy Boy,Comedy,0.63,2.0713,0.028737561809413344
32636,Vanya on 42nd Street,Drama,0.0,0.5747,0.007973483692304276
36141,The Underneath,Crime|Drama|Thriller,-1.0,0.5984,0.008302301446798119
95963,The Walking Dead,Drama|War,0.0,0.3643,0.005054358985742906
1587,What's Eating Gilbert Grape,Romance|Drama,-0.09,4.457,0.0618371616784412
9271,Virtuosity,Action|Crime|Science Fiction|Thriller,-0.2,2.192,0.030412173748966376
2064,While You Were Sleeping,Romance|Comedy,9.71,3.428,0.0475606439833288
19855,The War,Drama|War,0.0,0.976,0.013541186851729553
236,Muriel's Wedding,Comedy|Drama|Romance,4.04,1.5069,0.02090698203572875
48287,The Baby-Sitters Club,Comedy|Drama|Family,0.0,0.8951,0.012418766753056478
3049,Ace Ventura: Pet Detective,Comedy|Mystery|Crime,6.15,4.494,0.062350505852123574
2759,"The Adventures of Priscilla, Queen of the Desert",Drama|Comedy,13.85,4.3376,0.060180586155801345
12635,Backbeat,Drama|Music,0.0,2.8972,0.04019623621601523
10497,Bitter Moon,Thriller|Drama|Romance,-0.63,2.4783,0.03438434771991942
11382,Bullets Over Broadway,Comedy|Crime,0.87,1.1558,0.016035762052488748
9331,Clear and Present Danger,Action|Drama|Thriller,2.48,2.9628,0.04110638156178721
10731,The Client,Drama|Thriller|Crime|Mystery,1.61,3.9973,0.055459207174609164
10464,"Corrina, Corrina",Comedy|Family|Romance,0.61,1.4203,0.01970547918597488
34152,Crooklyn,Comedy|Drama,-1.0,0.9637,0.013370534599397306
9495,The Crow,Fantasy|Action|Thriller,3.07,5.3714,0.0745236998518239
29973,Cobb,Drama,-0.96,0.6217,0.00862556953454945
888,The Flintstones,Fantasy|Comedy|Family,6.43,4.2713,0.05926072889322996
13,Forrest Gump,Comedy|Drama|Romance,11.32,20.2801,0.2813694912620497
712,Four Weddings and a Funeral,Comedy|Drama|Romance,54.84,3.3985,0.04715135606106853
16295,Higher Learning,Drama|Crime|Thriller,0.92,1.3215,0.018334711500574388
48992,I Like It Like That,Comedy|Drama|Romance,0.0,0.5186,0.007195142931666953
10879,I Love Trouble,Romance|Comedy,0.38,2.3622,0.03277355694790528
10660,It Could Happen to You,Comedy|Drama|Romance,0.9,3.1238,0.04334012242564834
10714,The Jungle Book,Family|Adventure|Drama,0.98,1.6314,0.02263431580933565
41647,The Wonderful Horrible Life of Leni Riefenstahl,Documentary,0.0,0.1627,0.0022573269475168016
8587,The Lion King,Family|Animation|Drama|Adventure,15.97,18.8917,0.26210659799879016
1689,Little Buddha,Drama|History,-0.86,1.9109,0.026512145445665988
11596,New Nightmare,Horror|Mystery|Fantasy,1.47,2.1984,0.030500968416846564
854,The Mask,Romance|Comedy|Crime|Fantasy,14.29,12.0327,0.16694368753156372
9359,Maverick,Action|Adventure|Comedy|Drama|Western,1.44,2.8267,0.03921810745264747
23333,Mrs. Parker and the Vicious Circle,Drama,0.0,0.6046,0.008388321281307058
36593,Naked Gun 33⅓: The Final Insult,Comedy|Crime,3.4,4.0526,0.05622644860176146
12280,The Paper,Comedy|Drama,7.07,1.3863,0.01923375751286135
2788,Reality Bites,Drama|Romance|Comedy,1.9,1.5224,0.021122031622001096
10427,Red Rock West,Crime|Drama|Thriller,-0.69,1.0196,0.014146100526663374
11011,Ri¢hie Ri¢h,Comedy|Family,-0.05,2.9806,0.041353341731829
49803,Safe Passage,Drama,0.0,0.5775,0.008012331359501862
8987,The River Wild,Adventure|Thriller|Drama,1.09,1.9942,0.027667863544794134
1637,Speed,Action|Thriller,10.68,6.9363,0.09623538356521691
15128,Speechless,Romance|Comedy,-0.34,3.7723,0.0523375196319461
8831,Timecop,Thriller|Science Fiction|Action|Crime,3.61,1.986,0.027554095376572635
36955,True Lies,Action|Thriller,2.29,5.85,0.08116387610923963
10449,When a Man Loves a Woman,Drama|Romance,0.0,1.1095,0.015393388127042969
10395,Wolf,Horror|Drama|Romance,0.87,2.2197,0.030796488170885337
12160,Wyatt Earp,Western|Drama|Action|Adventure,-0.6,3.4738,0.04819608082534644
40480,Bad Company,Action|Crime|Romance|Thriller,0.0,0.6807,0.009444145379069986
29444,S.F.W.,Comedy|Drama,0.0,0.4963,0.006885749010771903
41580,Colonel Chabert,Drama,0.0,0.4367,0.006058848666137598
315,"Faster, Pussycat! Kill! Kill!",Crime|Action|Thriller|Comedy,-0.2,0.8433,0.01170008490990116
22067,Jason's Lyric,Crime|Drama|Romance,1.98,0.5238,0.007267288599319611
11667,Street Fighter,Action|Adventure|Comedy|Thriller,1.84,2.538,0.035212635481239346
32502,Coldblooded,Action|Comedy,0.0,0.4807,0.00666931200781393
28732,Fall Time,Action|Adventure|Crime|Drama|Thriller,-1.0,0.4287,0.005947855331287356
42981,Frank and Ollie,Documentary,0.0,0.2381,0.0033034391284803345
